id,currentPrice,basePrice,endedPrice,duration,breedCount,speed,hp,morale,ownerProfile,birthDate,transferHistory,genes,bodyShape,owner,name
11051993,0.00700,0.00700,0.00000,0000,4,55,43,31,Lunacian #1,2022-01-31 14:22:38 UTC,1,0x40000000060e13021044110a10a4090810641804008218080822088210240902,Normal,0xe774e552dbc7f8b3fff6c900ed35c66902c92e68,
11195632,0.00700,0.00700,0.00000,0000,3,55,43,31,ZOLDYCK | TFH ~ TKW,2022-02-18 13:55:40 UTC,0,0x400000000684c3341044288410a4290810620902008020080822088210242902,Normal,0x80a4a358a9bf360a9c5bc2c8274f9683c4f10d3a,Pocky
11877931,0.00700,0.00700,0.00000,0000,0,55,43,31,CP-9,2023-09-22 10:30:09 UTC,0,0x400000001e2860101045084a10a4090a1064190a0080210c0824288210240902,Curly,0xe55b4b7e3bc0276ca3db781da37c8b00d8c2ec9b,Axie #11877931S
11262761,0.00740,0.00740,0.00000,0000,3,55,43,31,ShamanRetro,2022-03-07 10:09:32 UTC,0,0x400000000831e32010a4108410a4290810841906008010080825088210221902,Normal,0x22873cc8f08fdd3a00123cd47311f2b0682350e9,Pocky mo!
11069714,0.00800,0.00800,0.00000,0000,2,55,43,31,Lunacian #1,2022-02-02 18:30:16 UTC,1,0x400000001e84a00210a2090410a4280810612906008020040822090810223104,Curly,0xe774e552dbc7f8b3fff6c900ed35c66902c92e68,ALBINO WHITE RARE
10924011,0.00880,0.00880,0.00000,0000,5,55,43,31,🎊𝐅𝐚𝐧𝐬 𝐝𝐞 𝐅𝐮𝐟𝐢𝐢🥡,2022-01-20 16:03:45 UTC,2,0x400000000629e3331023090410a4290a10840804008319060822080410250902,Normal,0xe506740b0d038804d3e73c5b6aaec4878ddd9723,⚡SHARK hero⚡WarrioR
11231967,0.00900,0.00900,0.00000,0000,1,55,43,31,Lunacian #1,2022-02-26 01:33:04 UTC,1,0x400000000c2080021041090410a4210a10640904008020080824084410240902,Normal,0xe774e552dbc7f8b3fff6c900ed35c66902c92e68,ALBINO
10946110,0.00950,0.00950,0.00000,0000,5,55,42,32,Yggdraaa,2022-01-22 08:35:01 UTC,1,0x40000000083062220844110410a409021024080200831008082208c610240902,Normal,0x48b5b413c24225c9a72317fe8a95fd4c79cc2bd0,Max Speed Low Health
11322363,0.01000,0.01000,0.00000,0000,0,55,42,32,Snowballxx,2022-05-04 09:58:32 UTC,1,0x400000000630833010a4108a10a4290a088221420082104608242882102408c8,Normal,0x306f43e63d027d827550e92632b2e8b7925dcdd6,Back Carry
11122229,0.01000,0.01000,0.00000,0000,3,55,42,32,El Peluca,2022-02-08 15:29:30 UTC,0,0x400000000620c4020843288810a42102108008c600802008082208821024084c,Normal,0xe3b5ad64bbd697cf98ea81262f2bc739b901c5c0,Axie #11122229
11049742,0.01000,0.01000,0.00000,0000,3,55,43,31,Frappuccino,2022-01-31 08:31:02 UTC,1,0x40000000060c10221044110810a4204410811906008020080822088a10213102,Normal,0x1e0048d3e20bcee5b92f2cc1cc237bb2cdc27778,Axie #11049742
10747803,0.01000,0.01000,0.00000,0000,5,55,43,31,🔥 Azura |22| NFGz Warlords,2022-01-07 16:07:06 UTC,0,0x400000000a79e3331044090410a4208410c42108008211060820308210240902,Normal,0x3831e47369dca63c1a889168b93472840bb22bbd,"55 SPD MAX!!! ""GOD"""
11287207,0.01000,0.01000,0.00000,0000,2,55,42,32,Wilzr,2022-03-19 13:53:38 UTC,3,0x400000000330a0331044110a10a4290808242108008020080822188210240902,Normal,0xb622761afcc925966c445594ecbd23c0265d0e9a,META/High I.D 55 speed
11124219,0.01000,0.01000,0.00000,0000,2,55,43,31,Rukari,2022-02-08 19:45:09 UTC,2,0x400000000318c0241044110410a409081083188a008020080822188210222902,Normal,0xf5d58d8b9c5ace2b30beff90632179469704bceb,Wrath
11049667,0.01000,0.01000,0.00000,0000,3,55,43,31,Keon,2022-01-31 08:26:32 UTC,1,0x40000000030c10321044104410a4294a1084200600841808082508821024080a,Normal,0xd61c5e4c43b17bfb5429d7908cf8e82ba9a7514a,Axie #11049667
11176895,0.01050,0.01050,0.00000,0000,3,55,43,31,Axie Magic,2022-02-15 10:35:06 UTC,0,0x400000000a30603210a4108410a428c41064210a0080200808220882102408ca,Normal,0x6c25f69e75d1ba1a79c0fff8e725b68b66cdf0b8,Axie #11176895
11843636,0.01090,0.01090,0.00000,0000,0,55,43,31,Marnsqwe l DESCENDANTS,2023-08-15 10:58:42 UTC,2,0x400000000c30c20210a4114410a4290a10641906008020080822088210240842,Normal,0x60b883ee03383cc108649bde6a7cd8542975e0e7,PRINTER FOR BREEDING
11121180,0.01100,0.01100,0.00000,0000,2,55,42,32,Pappa dlos Helados,2022-02-08 12:58:32 UTC,0,0x400000000c8463330844110a10a4210810c4208200802106082208821022214a,Normal,0x76a06d533ccb20767678ce543a80a1e56fd9174d,Axie #11121180
11162637,0.01200,0.01200,0.00000,0000,3,55,43,31,Jin | ImpactGuild,2022-02-13 03:20:13 UTC,0,0x400000000c79e040104210c810a42108102418880080210c0823188210240902,Normal,0xd4b7e1ce3dad05b25e539fe1ceec57bd9d6acceb,Axie #11162637
11316749,0.01256,0.01256,0.00000,0000,4,55,42,32,😈 Enmu |35| NFGz Demons,2022-04-29 01:49:03 UTC,0,0x40000000062083011044108a10a4290a08842088008020080822088210213102,Normal,0x5737fa5647e7d46cbe92baea909942d766012cdb,"55 SPD MAX!!! ""GOD"""
10368510,0.01310,0.01310,0.00000,0000,4,55,43,31,4Sale  Offers,2021-12-14 22:52:34 UTC,0,0x400000000c30c0321044108a10a421081024094a0080200a0824208210250882,Normal,0x3ed0ec0f86e768def35d09ca6e8a6e133ebbbb8e,H2
11204480,0.01500,0.01500,0.00000,0000,2,55,43,31,Pat | JORJOR,2022-02-20 14:09:46 UTC,0,0x400000000878c02410a2210a10a4080810641902008020080822080c1024088a,Normal,0xe9e8b9874559ff4a2c4bf1bddc7ec47a5637cc73,Axie #11204480
11262889,0.01500,0.01500,0.00000,0000,2,55,43,31,Mr Orange,2022-03-07 11:02:20 UTC,0,0x400000000c30332210a4100410a4210a10843108008030080821310210240842,Normal,0xc0b7f62e52ff52f39f0bc31cf44fc29e4ed9d01a,Axie #11262889
11231784,0.01500,0.01500,0.00000,0000,2,55,42,32,Orale Ese,2022-02-26 00:19:01 UTC,4,0x400000000a1a10001042110a10a40908082419060080200808252104102408cc,Normal,0x6687ee133419146ebb20721bef6ec592a81bf41c,𝓑𝓮𝓼𝓽 𝓐𝓺𝓾𝓪 𝓟𝓸𝓬𝓴𝔂
10870220,0.01544,0.01544,0.00000,0000,4,55,43,31,JeonSobari,2022-01-16 09:09:16 UTC,3,0x400000001e79e0031042088a10a111081020108c0084290c08251082102030c4,Curly,0xed3759597c36a64cf355a62da5b7d3c23eb50a27,🎲🤡🤡🎲
11152817,0.01550,0.01550,0.00000,0000,3,55,43,31,GG PH | CYRIL,2022-02-11 19:19:41 UTC,0,0x400000000c0c63021042100210a4210a10642008008020080822090610240902,Normal,0xc2ff18c1dccbc8517bc10be517e5997eff4587c6,CY | POCKY BALLOON
10851779,0.01573,0.01573,0.00000,0000,6,55,43,31,Eli,2022-01-15 00:34:33 UTC,0,0x400000000a7862021044110410a4288210441908008020080822094a10240942,Normal,0x2c6a48d52c344e358d68e9172219eca589938f10,Axie #10851779
11228731,0.01590,0.01590,0.00000,0000,0,55,43,31,rockman,2022-02-25 05:36:43 UTC,1,0x400000000384c1021042108210a22908102420c8008020080825088a10240902,Normal,0xb2cf11b231607d815cf6ed16f0c71b73033d3be0,Lobo🎈
11075876,0.01600,0.01600,0.00000,0000,4,55,43,31,Accept Please,2022-02-03 12:44:47 UTC,4,0x400000000c3060221044108810a408c81021190600802008082208c610240902,Normal,0xb97a5919d4b5a81ac46972b72873d7b3b10d7c1f,pocky
11170768,0.01600,0.01600,0.00000,0000,3,55,43,31,Team 1 | JLV2,2022-02-14 12:53:57 UTC,0,0x400000000c30a3221045280210a408c810840902008020080820188210240808,Normal,0x31555e67c68fcc5d0e21533743a93dd7a3b72f6b,JL 23
11132064,0.01600,0.01600,0.00000,0000,2,55,43,31,IV. TheGoose Esports,2022-02-09 15:23:44 UTC,0,0x400000000c0cc3321044288a10a1110810603082008020080822080410240902,Normal,0x28f631b24c0c18d7115a18d04ee0d27f6ea1b860,AquaPocky V2
11228250,0.02000,0.02000,0.00000,0000,0,55,43,31,TungFuly - 05,2022-02-25 03:59:13 UTC,0,0x40000000063041221044210410a4290810651102008020080822088c10240846,Normal,0x10c6d21f08cd3a11c9416566c9570a7a270611ed,Axie #11228250
11228247,0.02000,0.02000,0.00000,0000,0,55,42,32,TungFuly - 05,2022-02-25 03:53:58 UTC,0,0x400000000878c4020844110410a4090210840908008020080822094a10240944,Normal,0x10c6d21f08cd3a11c9416566c9570a7a270611ed,Axie #11228247
11228246,0.02000,0.02000,0.00000,0000,0,55,42,32,TungFuly - 05,2022-02-25 03:53:19 UTC,0,0x400000000678c240084410ca10a4090210242108008020080822094810240902,Normal,0x10c6d21f08cd3a11c9416566c9570a7a270611ed,Axie #11228246
10999526,0.02000,0.02000,0.00000,0000,4,55,43,31,Isko1-Mike,2022-01-26 13:04:50 UTC,1,0x40000000012812001044108210a4204810641906008020080822088210240902,Fuzzy,0xdad1b008dbc315ecfe915a6012cddb5c408f4436,C2 - 4
11302738,0.02000,0.02000,0.00000,0000,2,55,42,32,esalcedo86,2022-04-12 13:53:57 UTC,1,0x400000000630c0200822290410a4288210641948008020080822088210240906,Normal,0x7bd2823834f137f459548a7cbfc1e8552d5ae525,Majin Buu
10999805,0.02000,0.02000,0.00000,0000,0,55,43,31,KIN,2022-01-26 13:33:29 UTC,4,0x40000000060412201040290410a4210a1062184a00822008082208c41023284a,Normal,0xbe91f7d7ccc7a5913b385abfa1b2a098388a9d17,Low ID/Virgin
11122119,0.02000,0.02000,0.00000,0000,4,55,42,32,anya ngay,2022-02-08 15:15:14 UTC,1,0x400000000c31e3020844108810a408c810241948008020080822088210240904,Normal,0xf0ae152454b29bda6c32a67577cf8da17743b062,Axie #11122119
11236448,0.02000,0.02000,0.00000,0000,4,55,42,32,RL,2022-02-27 03:18:19 UTC,0,0x400000000c30c303084410c410a4294810841802008130080822088210240902,Normal,0xc8aa185f7f5b507fd57b072df49561218716fe4f,Axie #11236448
10999616,0.02500,0.02500,0.00000,0000,4,55,43,31,Owen,2022-01-26 13:15:41 UTC,0,0x400000000a0410231042090410a4290a1064190800802082082208c410240842,Normal,0x2403f7caac4075101eec5d7b0a972ed59b438c45,A1 - 4
11188534,0.02610,0.05000,0.02000,4320,3,55,43,31,twitter/mlazos7,2022-02-17 11:03:32 UTC,0,0x40000000032830031044100410a4290a10641104008411040822084610240902,Normal,0x404c868b2cc0cc84b3c7867d3696ee69b9520efc,Axie #11188534
11216646,0.02800,0.03600,0.02800,0144,2,55,43,31,ThrashxD,2022-02-22 17:20:56 UTC,0,0x400000000c30333310a4108410a4290810801106008020080823310610251102,Normal,0xc5a015cdb0fec8a2157549618af4ea0b48a83b28,Axie #11216646
10780942,0.03000,0.03000,0.00000,0000,5,55,42,32,El_Enfermero_Gaming,2022-01-10 03:19:54 UTC,0,0x40000000060c64300824110410a42108102408040084294c0825108210203102,Normal,0xd1f3480f6566587a9a2c3014d8490bf4da6e7b02,2 Back
10806028,0.03000,0.03000,0.00000,0000,6,55,43,31,El_Enfermero_Gaming,2022-01-11 17:44:36 UTC,0,0x400000000c29e0231044290410a42008108409060080208a0822084c1024108c,Normal,0xd1f3480f6566587a9a2c3014d8490bf4da6e7b02,2 mid
11296125,0.03000,0.03000,0.00000,0000,3,55,43,31,rav | isko6,2022-03-28 07:32:36 UTC,0,0x400000000a30a3211044104810a4290a106410ca0080200c0822088210240902,Normal,0xe4095dd11a0460d6e1dd51f4f9fcc272ebee928a,Axie #11296125
11269890,0.03000,0.03000,0.00000,0000,1,55,43,31,Mui,2022-03-10 15:07:49 UTC,0,0x400000000c31e0101045284210a420c8106008840084080a0822088210240902,Normal,0xf218c40da25963440be3b05def5ef3ead50a608b,CHIB1
11308248,0.03300,0.03300,0.00000,0000,0,55,43,31,Phynister,2022-04-20 16:40:53 UTC,0,0x400000000a21e0131044210410a429021062214a008520460822088210211102,Normal,0x01e0d581750acd7a6980305f4e81a1fd5915c58d,Axie #11308248
10779445,0.03700,0.03700,0.00000,0000,6,55,43,31,Mui,2022-01-10 00:06:59 UTC,0,0x400000002128a0231044110410a42108106419080080208208220882102408c6,WetDog,0xf218c40da25963440be3b05def5ef3ead50a608b,RUPHY1
10974262,0.04000,0.04000,0.00000,0000,6,55,43,31,<#F70D1A>Nemarus | <#16E2F5>RES,2022-01-24 14:51:05 UTC,4,0x400000000c0c630310a4110410a4210810622908008020080822088210240902,Normal,0x81d03c61a98922df35104a3cdd80268f6355eeb0,PockyBackNiHapi
11226437,0.04000,0.04000,0.00000,0000,0,55,43,31,B^_^,2022-02-24 16:18:06 UTC,0,0x400000002184a3201044110a10a4210a10640882008108080822088210203102,WetDog,0x0f461d47563f739a9dbcf8178c59c41e89558811,Axie #11226437
11247927,0.04500,0.04500,0.00000,0000,2,55,43,31,yuniel #1783905,2022-03-02 06:32:32 UTC,0,0x400000000c1860421044110410a4290a10842906008020080822088210210902,Normal,0x451d974b0e4fe769fe252bd0cea56a6fdd962765,Axie #11247927
11093628,0.04900,0.04900,0.00000,0000,0,55,43,31,Socnar,2022-02-05 05:44:34 UTC,0,0x40000000212a123310a5290410a5110a1024190a008110080823190410202144,WetDog,0x6dc5076b3ab4cbff42b678ad6a874ed6eeaf02cd,Virgin
11036167,0.04980,0.04980,0.00000,0000,2,55,43,31,Byron Singzon,2022-01-29 21:58:37 UTC,0,0x400000000319e333104108c410a4090a10c00906008419060822088210201102,Normal,0x81aeff792dd80eeb45d4832ab6e854b3e83a8e65,Axie #11036167
11063509,0.05000,0.05000,0.00000,0000,3,55,43,31,Ebe,2022-02-01 22:41:10 UTC,0,0x400000000a0c62001044104410a4290810230902008020840822090410240902,Normal,0x2c19cca8d215690c9c4f64592ac3d290335eb253,Axie #11063509
10821073,0.05000,0.05000,0.00000,0000,5,55,43,31,T Sutilolive,2022-01-12 18:08:08 UTC,0,0x40000000067832331041090810a4210810c4210800841884082208c210232102,Normal,0x6cf803666cbc8bcc9832d10133d29760c6fbd3c5,Zenitsu 1
11205519,0.05000,0.05000,0.00000,0000,3,55,42,32,Caloysski,2022-02-20 17:03:29 UTC,0,0x4000000003283040104410c210a5114208c531060080200808220908102408c8,Normal,0xe6898f58cbc90c3f4c64c4849bea966d1200cbe0,pocky wocky
11316810,0.05000,0.05000,0.00000,0000,4,55,42,32,Monkey Business,2022-04-29 02:50:18 UTC,5,0x400000000c18830210a4108a10a4290a088129020085114a0822088210240902,Normal,0x71d3fffbb25ef8eba021d07142779381666dd041,MAX speed Pocky
11332323,0.05000,0.05000,0.00000,0000,0,55,43,31,Homeless,2022-05-17 08:02:04 UTC,0,0x400000000c30c2101024290410a0214810633106008020060822088210222902,Normal,0x5c13c9d436dff742d6a14e4fbfd0ed09c1eb386d,BUY ME ^_^
11330058,0.05000,0.05000,0.00000,0000,1,55,43,31,Magical Mystic Gnolls,2022-05-13 18:44:52 UTC,0,0x400000000c20a0231022208410a42108106421080081080808220882102408c8,Normal,0x0209b2f86dfcab7a13b85077e1e84bfecc7c0712,Axie #11330058
11157962,0.05529,0.05529,0.00000,0000,2,55,41,33,Bryan 11,2022-02-12 12:30:54 UTC,0,0x400000000c30a3000844208410a4210a08241902008020480822084210240946,Normal,0xdef189fc5cef83dbb3cc287851fd6ddc538bda5b,Always first Pocky Aqua
11274271,0.05750,0.05750,0.00000,0000,3,55,41,33,pls accept fair profit ty :),2022-03-12 14:07:19 UTC,3,0x40000000060cc3200844110a10a4290808242886008020080822088a10240902,Normal,0xc20683e1e14de1d136f132a3e7b79bfeaa782d8c,"Always first, 2 bird parts"
11086487,0.06000,0.06000,0.00000,0000,2,55,41,33,Fénix [ Alinix Corp.],2022-02-04 14:23:01 UTC,0,0x400000000c24c02008a5108a10a4090208a42084008020080821188210222902,Normal,0x8e8aaa304e033b1abbbd7df0435b74aeb16b472d,2
11138791,0.07500,0.07500,0.00000,0000,1,55,42,32,Egsss `SBL GAME,2022-02-10 08:52:38 UTC,0,0x400000000c0c63200844110410a408ca1065290800841884082130821024088c,Normal,0xa9d7b899d7a8ba69edbd9980f50920362d29216a,V3 MIDLANE
11056512,0.10000,0.10000,0.00000,0000,0,55,43,31,BLACKSHEEP OF THE FAMILY,2022-02-01 00:33:18 UTC,0,0x400000001e2882321043110410a0090a1064110a008028080823304210203146,Curly,0xc309f857abc6a1f90cdb60a320345ac0d81e2269,FOR MY SCHOOL TUITION THANK YOU
10928448,0.10000,0.10000,0.00000,0000,6,55,43,31,Aqua Lord,2022-01-21 00:05:45 UTC,0,0x400000001e2862201044110410a4208210441908008020080825288210240902,Curly,0xa97b29bc92892d10e9326a3092ce629b44e40255,Axie #10928448
11096609,0.10000,0.10000,0.00000,0000,3,55,43,31,<color=#72006c> BANTAM,2022-02-05 12:33:39 UTC,0,0x40000000211880201044104810a42108108031060080208c0822088210213102,WetDog,0x0d30aed2e5896534549d88615c077ec4cf3cf89b,NOREM
11187969,0.10000,0.10000,0.00000,0000,0,55,43,31,say my name,2022-02-17 09:01:47 UTC,0,0x40000000211864201041208810a4200a10841904008230080825288210231102,WetDog,0xb4ff0662e5812cd2d7fd583090f7dd3a5fd7a2ba,Backlane Pocky Aqua Virgin @ Max Speed
11047453,0.11000,0.11000,0.00000,0000,5,55,43,31,Yamete Kudasai! | JCG,2022-01-31 03:24:05 UTC,0,0x400000000820a23010a1204a10a2090810242948008210080822094610240902,Normal,0xd8f8d800335113d9578c0c10106df7519940700f,Axie #11047453
11274260,0.11000,0.11000,0.00000,0000,2,55,43,31,DREY,2022-03-12 14:01:46 UTC,0,0x400000000c28c0031044110410a5210a1082090a0080200c08220882102408c6,Normal,0xdd9c2b648917e3a9519e3a328c6ca68a7c9b0181,Axie #11274260
11287175,0.12000,0.12000,0.00000,0000,2,55,43,31,Maiki,2022-03-19 13:45:29 UTC,0,0x400000000c30c0321041208410a4290a10a00886008020080822088210240902,Normal,0xe4c226b08627454188180a03ac78b41be070249e,Axie #11287175
11084822,0.12500,0.12500,0.00000,0000,3,55,42,32,Galaxie,2022-02-04 11:14:42 UTC,0,0x40000000010c63020842100210a42908106421080080200808220882102408c2,Fuzzy,0x751df12a8c6a992137853c18aefd3fd4b79c9319,Marites
11084801,0.12500,0.12500,0.00000,0000,3,55,42,32,Galaxie,2022-02-04 11:10:48 UTC,0,0x400000000c30c2030842108410a4290810841884008020c60822088210240902,Normal,0x751df12a8c6a992137853c18aefd3fd4b79c9319,Leia
10996220,0.15000,0.15000,0.00000,0000,5,55,41,33,Gonzo | Main,2022-01-26 06:36:37 UTC,0,0x400000000c25e2040884094810a4290a086409060083190608232884102408ca,Normal,0xd654f85d2189d8d43a9efd36b20d5cfbbabacefa,Horned Tigerfish
11134366,0.22000,0.22000,0.00000,0000,4,55,43,31,*EROS,2022-02-09 20:18:52 UTC,4,0x400000000c0cc3201044108410a4290a10842908008020080822088210240902,Normal,0x07b7261802986f46854e2bedf39c0130a5a23968,FRANKENSTEIN
11250281,0.25000,0.25000,0.00000,0000,2,55,42,32,F3,2022-03-03 02:03:16 UTC,0,0x40000000082083200882110a10a3290a10642906008020080822088210240902,Normal,0xd656250f3a7eb4e16106044184aadfc16512d6aa,Axie #11250281
11147394,0.50000,0.50000,0.00000,0000,4,55,43,31,Ekeboy Axie Club,2022-02-11 05:39:56 UTC,0,0x40000000212030301042290410a4088410a22842008020840822080c10240882,WetDog,0x43fe1111d9f53ce4a9bb56b400b10482fdc1a2eb,Axie #11147394
11274234,0.50000,0.50000,0.00000,0000,2,55,43,31,Ekeboy Axie Club,2022-03-12 13:50:52 UTC,0,0x400000000330c03310a4108410a4290a1084194a008021480822088210201102,Normal,0x43fe1111d9f53ce4a9bb56b400b10482fdc1a2eb,Axie #11274234
11210518,0.80000,1.00000,0.80000,0720,4,55,43,31,<#000000> aiver,2022-02-21 15:00:45 UTC,0,0x40000000061860111044290410a4290a10622146008020080822088210240902,Normal,0xa4f8dc862b02888abbc8f8dd9ec93ba443d29845,White Pocky
10996314,2.00000,2.00000,0.00000,0000,4,55,43,31,if not now then when,2022-01-26 06:50:49 UTC,4,0x400000000978c2041024104210a4290a10202906008021060822100610251102,Normal,0x6755b1aea8dc458113043628c11f66a2d644550a,Top #10 - Bug Team - back
